,ID,Country,Brand,Type,Package,Rating,Image
678,678,DEU,Brand E,Soba Fried Noodles Teriyaki,Pack,3,
679,679,JPN,Brand F,Yuzu Sesame Sauce Udon,Bowl,4.5,
680,680,SGP,Brand A,Juzz's Mee Curry Flavour,Pack,5,
681,681,USA,Brand B,Mushroom Rice Noodle Soup Bowl,Bowl,0,
682,682,MMR,Brand C,Instant Noodles Chicken Sichek Flavour,Pack,3.8,
683,683,JPN,Brand D,Emergency Chikin Ramen Cup Noodle,Cup,5,
684,684,USA,Brand E,Chow Mein Pad Thai,Tray,3,
685,685,HUN,Brand F,Instant Noodles With Chicken Flavouring,Pack,3.5,
686,686,JPN,Brand G,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,4.8,
687,687,SGP,Brand A,SGP Curry Wholegrain La Mian,Pack,5,
688,688,VNM,Brand B,Chicken Flavour Asian Style Instant Noodles,Pack,3.5,
689,689,FIN,Brand C,Nuudeli Kana Nudlar Kyckling,Pack,3.5,
690,690,HUN,Brand D,Instant Noodles Duck Flavour,Pack,3,
691,691,JPN,Brand E,Tonkotsu Ramen,Pack,4.5,
692,692,MMR,Brand F,Seafood Tom Yum Sichek Flavour,Pack,5,
693,693,SGP,Brand G,Juzz's Mee Original Spicy Flavour,Pack,5,
694,694,MYS,Brand A,Always Mi Goreng Perisa Kari Kapitan,Pack,5,
695,695,NLD,Brand B,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,1.5,
696,696,CHN,Brand C,Spicy Fish Noodle,Bowl,3,
697,697,JPN,Brand D,Cup Noodle Massaman Curry,Cup,3.5,
698,698,HUN,Brand E,Instant Noodles Duck Flavour,Pack,3.5,
699,699,JPN,Brand F,Seimen Houjyun Koku Shoyu,Bowl,5,
700,700,MMR,Brand A,Rangers Snack Noodles BBQ Flavour,Pack,2.8,
701,701,JPN,Brand B,Cup Noodle Sio,Cup,5,
702,702,KOR,Brand C,Cheese Ramen,Pack,4,
703,703,USA,Brand D,Cup Noodles Homestyle Chicken,Cup,3.5,
704,704,JPN,Brand E,Beef Tongue Shio Mayo Ramen,Pack,4.5,
705,705,MMR,Brand F,Rangers Snack Noodles Sour Cream Flavour,Pack,2.8,
706,706,SGP,Brand G,Cup Noodles Kyushu White Flavour,Cup,3.5,
707,707,SGP,Brand A,Mee Poh Dry,Pack,4.3,
708,708,SGP,Brand B,Chicken Abalone Flavour,Bowl,3.8,
709,709,SGP,Brand C,Ramen Char Mee 100,Pack,3,
710,710,SGP,Brand D,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,4.5,
711,711,SGP,Brand E,Mee Goreng,Pack,4,
712,712,SGP,Brand F,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,4.8,
713,713,SGP,Brand G,Chicken Abalone Flavour,Pack,3.5,
714,714,SGP,Brand A,Thai Tom Yam Flavour,Bowl,3.8,
715,715,SGP,Brand B,Chicken Tanmen Flavour,Pack,3.5,
716,716,SGP,Brand C,Extra Spicy SGP Curry Big Bowl,Bowl,5,
717,717,SGP,Brand D,La Ramen Spicy Mushroom Flavour,Pack,4.5,
718,718,SGP,Brand E,Chicken Flavour,Pack,3.8,
719,719,USA,Brand F,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,5,
720,720,MYS,Brand A,Always Mi Goreng Perisa Thai Tom Yam,Pack,2.5,
721,721,TWN,Brand B,Wei Wei A Instant Noodles Chicken Flavor,Bowl,0,
722,722,JPN,Brand C,Hakata Ossyoi,Pack,5,
723,723,THA,Brand D,Cup Noodles Minced Pork Flavour,Cup,3.8,
724,724,HUN,Brand E,Instant Noodles With Beef Flavouring,Pack,2.8,
725,725,DEU,Brand F,Soba Fried Noodles Chili,Pack,3.5,
726,726,JPN,Brand G,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,4,
727,727,THA,Brand A,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,4,
728,728,MYS,Brand B,Penang Spicy Prawn Soup Noodle,Pack,5,
729,729,MMR,Brand C,Shrimp Tom Yum Flavour Cup Noodles,Cup,3.5,
730,730,USA,Brand D,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,5,
731,731,CHN,Brand E,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,0,
732,732,MYS,Brand F,Always Mi Goreng Perisa Asli,Pack,3.8,
733,733,NLD,Brand G,Oriental Noodles Groene Curry,Cup,0.5,
734,734,JPN,Brand A,Cupo Noodle Pasta Style Vongole,Cup,2.8,
735,735,KHM,Brand B,Instant Noodles chicken Green Curry Flavour,Pack,5,
736,736,JPN,Brand C,Wantan Men,Bowl,5,
737,737,USA,Brand D,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,3.3,
738,738,IDN,Brand E,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,5,
739,739,JPN,Brand F,Negi Man Ramen,Pack,3,
740,740,MMR,Brand A,Chinese Kitchen Chinese Style Instant Noodles,Pack,3.5,
741,741,HUN,Brand B,Instant Noodles Shrimp Flavour,Pack,3.5,
742,742,USA,Brand C,Udon JPNese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,3.3,
743,743,JPN,Brand D,Snow Crab Flavour Shio Ramen,Pack,3.5,
744,744,USA,Brand E,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,4.5,
745,745,MYS,Brand F,Instant Rice Vermicelli Clear Soup Flavour,Pack,3.5,
746,746,MYS,Brand G,Penang Red tom Yum Goong Noodle (New Version),Pack,5,
747,747,NLD,Brand A,Oriental Noodles Hot & Spicy,Pack,3,
748,748,USA,Brand B,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,4.5,
749,749,BGD,Brand C,Oriental Style Instant Noodles Shrimp Flavour,Pack,3.3,
750,750,JPN,Brand D,Gold Sumire Ramen,Bowl,5,
751,751,TWN,Brand E,Sunbaked Noodles With Sesame Sauce,Pack,4.5,
752,752,TWN,Brand F,Purple Sweet Potato Noodles With TWNese Sauce,Pack,5,
753,753,TWN,Brand G,Sunbaked Noodles With Spicy Sauce,Pack,4,
754,754,TWN,Brand A,Sweet Potato Noodles With Sesame Paste Sauce,Pack,3.3,
755,755,MYS,Brand B,Taste Of MYS Penang White Curry Ramen,Pack,5,
756,756,MYS,Brand C,Taste Of MYS Penang Asam Laksa Fried Instant Noodle,Pack,4.5,
757,757,MYS,Brand D,Taste Of MYS Penang Hokkien Mee Ramen,Pack,5,
758,758,MYS,Brand E,Taste Of MYS Penang White Curry Fried Instant Noodle,Pack,5,
759,759,MYS,Brand F,Taste Of MYS Penang Asam Laksa Ramen,Pack,5,
760,760,MYS,Brand A,Taste Of MYS Penang Hokkien Mee Fried Instant Noodle,Pack,5,
761,761,MYS,Brand B,Instant Noodles With Chicken Flavour,Pack,3.8,
762,762,THA,Brand C,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,3.5,
763,763,JPN,Brand D,Plum Mayo Ramen,Pack,4,
764,764,TWN,Brand E,Sichuan Pepper Flavor,Pack,4.8,
765,765,TWN,Brand F,Hu Sesame Flavor,Pack,5,
766,766,TWN,Brand G,Scallion With Sichuan Pepper  Flavor,Pack,5,
767,767,KOR,Brand A,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,5,
768,768,KHM,Brand B,Instant Noodles Stewed Beef Flavour,Pack,3.5,
769,769,CHN,Brand C,Broad Noodle Chilli Oil Flavor,Pack,4.5,
770,770,USA,Brand D,Soon Veggie Noodle Soup,Cup,5,
771,771,MYS,Brand E,MeeKuali spicy Fried Noodle,Pack,4,
772,772,IDN,Brand F,Mi Kuah Rasa Baso Spesial,Pack,3.5,
773,773,USA,Brand G,Udon JPNese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,3.3,
774,774,TWN,Brand A,Veggie King Buddha Jump Instant Noodles,Bowl,1.5,
775,775,THA,Brand B,Premier Bowl Instant Noodles Suki Flavour,Bowl,5,
776,776,JPN,Brand C,Nara Tenri Shoyu Ramen,Bowl,4.5,
777,777,MYS,Brand D,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,4,
778,778,VNM,Brand E,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,3.3,
779,779,JPN,Brand F,Hingya no Shio Ramen,Pack,4,
780,780,NLD,Brand A,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,3,
781,781,DEU,Brand B,Soba Fried Noodles Curry,Pack,4.3,
782,782,CHN,Brand C,Mushroom Instant Noodle,Bowl,4.3,
783,783,NLD,Brand D,Oriental Noodles Oosterse Groenten,Pack,3.5,
784,784,MYS,Brand E,Penang White Curry Noodle (New Version),Pack,5,
785,785,JPN,Brand F,Nagahama Hakata Tonkotsu Ramen,Bowl,4.8,
786,786,THA,Brand G,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,3.5,
787,787,THA,Brand A,Tom Yum Goong Flavour Instant Noodle,Cup,3.5,
788,788,MYS,Brand B,Mi Segera Mmm... Perisa Goreng Ala IDN,Pack,3.5,
789,789,BGD,Brand C,Oriental Style Instant Noodles Tandoori Flavour,Pack,4,
790,790,HUN,Brand D,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,4.8,
791,791,THA,Brand E,Vegetarian Instant Noodles Tom Yum Flavour,Pack,4,
792,792,USA,Brand F,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,3.5,
793,793,CHN,Brand G,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,3.8,
794,794,USA,Brand A,Soup All Natural Hot & Sour,Cup,0.3,
795,795,USA,Brand B,Spring Onion Rice Noodle Soup Bowl,Bowl,2.5,
796,796,NLD,Brand C,Instant Noodles Vegetable Flavour,Pack,2.8,
797,797,THA,Brand D,Instant Rice Vermicelli Crab Flavour,Pack,3.5,
798,798,JPN,Brand E,Salty Taste Chanko Noodle,Pack,4.8,
799,799,CAN,Brand F,Kimchee Flavour Noodle Soup,Pack,0,
800,800,MYS,Brand A,Shallot Chicken Instant Noodles,Pack,3,
801,801,MYS,Brand B,Mi Segera Mmm... Perisa Asam Laksa,Pack,3.5,
802,802,MYS,Brand C,Soup Spices Noodle Mee Rempahan Sup,Pack,3.5,
803,803,MYS,Brand D,Tom Yam Instant Noodles,Pack,4.3,
804,804,MYS,Brand E,Kimchi,Cup,4.5,
805,805,MYS,Brand F,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,3.5,
806,806,MYS,Brand G,Curry Flavour Noodles,Cup,3,
807,807,MYS,Brand A,Kua Teaw Segera,Pack,4,
808,808,USA,Brand B,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,4.3,
809,809,MYS,Brand C,Instant Noodles Black Pepper Crab Mi Goreng,Cup,3.5,
810,810,JPN,Brand D,Hakata Tonkotsu Ramen,Pack,5,
811,811,NLD,Brand E,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,4.5,
812,812,CAN,Brand F,Beef Flavour Instant Noodles,Pack,0,
813,813,MYS,Brand G,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,5,
814,814,KOR,Brand A,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,4.5,
815,815,TWN,Brand B,Instant Non-Fried Noodles Tomato Flavour,Pack,3.3,
816,816,CHN,Brand C,Spicy King Spicy Chicken,Pack,5,
817,817,CHN,Brand D,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,3.5,
818,818,CHN,Brand E,Spicy King Bowl Noodle Spicy Chicken,Bowl,5,
819,819,CHN,Brand F,Spicy King Bowl Noodle Spicy Beef,Bowl,4.3,
820,820,CHN,Brand A,Spicy King Spicy Pork,Pack,5,
821,821,CHN,Brand B,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,4,
822,822,CHN,Brand C,Spicy King Spicy Beef,Pack,5,
823,823,CHN,Brand D,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,3.5,
824,824,CHN,Brand E,Spicy King Bowl Noodle Spicy Pork,Bowl,4.5,
825,825,MYS,Brand F,Chef Lontong Flavour,Pack,5,
826,826,JPN,Brand G,Negi Miso No Ippin Ramen,Bowl,5,
827,827,KHM,Brand A,Instant Noodles Shrimp Tom Yum Flavour,Pack,4,
828,828,KOR,Brand B,Bulnak Boeummyun King Noodle,Bowl,3.5,
829,829,USA,Brand C,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,3.5,
830,830,FIN,Brand D,Nuudeli Tom Yum Katkarapu,Pack,3.8,
831,831,JPN,Brand E,Tuna Flavor Ramen,Pack,4.5,
832,832,TWN,Brand F,Sesame & Pepper,Pack,4,
833,833,USA,Brand G,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,1,
834,834,JPN,Brand A,Homestyle Tonjiru,Bowl,4.5,
835,835,THA,Brand B,Cup Noodles Moo Manao Flavour,Cup,4,
836,836,MYS,Brand C,Duck Instant Noodles,Pack,3.5,
837,837,NLD,Brand D,Instant Noodles Beef Flavour,Pack,3.3,
838,838,TWN,Brand E,Veggie Noodle Carrot Noodle With Original Sauce,Pack,4.3,
839,839,BGD,Brand F,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,4,
840,840,KOR,Brand A,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,5,
841,841,USA,Brand B,Garlic Rice Noodle Soup Bowl,Bowl,3.5,
842,842,JPN,Brand C,Mayo Ramen,Pack,4.8,
843,843,TWN,Brand D,Spicy & Sour Flavor,Pack,5,
844,844,IDN,Brand E,Instant Cup Mi Kuah Rasa Soto,Cup,5,
845,845,THA,Brand F,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,5,
846,846,CAN,Brand G,Chili Chicken Flavour Noodle Soup,Cup,3,
847,847,MYS,Brand A,Curry Instant Noodles,Pack,3.5,
848,848,JPN,Brand B,Ramen Shoyu Taste,Bowl,4.3,
849,849,NLD,Brand C,Good Noodles Kerrie,Pack,3.5,
850,850,TWN,Brand D,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,5,
851,851,MMR,Brand E,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,4.5,
852,852,MYS,Brand F,Curry Me! Penang White Curry Stir-fry Noodle,Pack,4.5,
853,853,USA,Brand G,Udon JPNese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,2.5,
854,854,CHN,Brand A,Braised Beef Noodle,Pack,4.3,
855,855,JPN,Brand B,Raoh Tanrei Koku Shio Ramen,Bowl,4.5,
856,856,THA,Brand C,Instant Noodles Shrimp Tom Yum Flavour,Cup,4.3,
857,857,IDN,Brand D,Instant Cup Mi Goreng,Cup,3.8,
858,858,MYS,Brand E,Monster Snek Mi Pedas,Pack,5,
859,859,CHN,Brand F,Tomato Sauce Instant Noodle,Bowl,4,
860,860,SGP,Brand A,Laksa Singapura,Pack,4.3,
861,861,DEU,Brand B,Instant Noodles Beef Flavour,Pack,3.8,
862,862,MYS,Brand C,Seafood Flavour Noodles,Cup,3.3,
863,863,KHM,Brand D,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,5,
864,864,TWN,Brand E,BBQ Pork Flavor Chow Mein,Pack,4.5,
865,865,TWN,Brand F,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,2.8,
866,866,JPN,Brand G,Tenobe Somen,Bowl,3.3,
867,867,TWN,Brand A,Jah Jan Men,Bowl,5,
868,868,VNM,Brand B,Oh! Ricey Pho Ga,Bowl,3,
869,869,TWN,Brand C,Veggie Noodle Black Sesame Noodle,Pack,3.3,
870,870,FIN,Brand D,Nuudeli Liha Nudlar Kott,Pack,3.5,
871,871,CHN,Brand E,Artificial Beef Instant Noodles With Soup Base,Pack,3.8,
872,872,MYS,Brand F,Otentiq Cheezy Curry Instant Noodles,Pack,4.5,
873,873,IDN,Brand G,Mi Goreng Dengan Abon,Pack,4.3,
874,874,MYS,Brand A,Chef Lontong Flavour,Cup,5,
875,875,THA,Brand B,Grilled Pork Flavour Instant Noodles,Bowl,2.5,
876,876,VNM,Brand C,Hao Hao Sate Onion Flavour,Cup,2.5,
877,877,MYS,Brand D,MYS White Laksa Instant Noodle,Pack,4,
878,878,MMR,Brand E,Instant Noodles Egg Protein Noodles,Pack,3.5,
879,879,THA,Brand F,Instant Noodles Minced Pork Flavor,Pack,3.8,
880,880,CHN,Brand A,Sichuan Hot Spicy Fish,Pack,3.8,
881,881,MYS,Brand B,Otentiq Cheezy Mushroom Instant Noodles,Pack,5,
882,882,JPN,Brand C,Organic Miso Ramen,Pack,4.5,
883,883,MYS,Brand D,Vegetarian Penang Laksa,Pack,4,
884,884,TWN,Brand E,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,5,
885,885,HUN,Brand F,Instant Noodles With Shrimp Flavouring,Pack,4,
886,886,MYS,Brand G,Sibu Instant Kampua Original,Pack,4,
887,887,CAN,Brand A,Hot & Spicy Flavour Noodle Soup,Bowl,3.5,
888,888,MYS,Brand B,Hot Cup Goreng Perencah Cili Fiesta,Cup,4.8,
889,889,MYS,Brand C,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,4.5,
890,890,CHN,Brand D,Sour & Spicy Flavour,Pack,3.8,
891,891,THA,Brand E,Super Tom Yum Shrimp,Cup,3.5,
892,892,JPN,Brand F,Seafood Noodle,Cup,2.8,
893,893,JPN,Brand G,Organic Shoyu Ramen,Pack,4.3,
894,894,TWN,Brand A,Hakka Flat Noodle With Za Jiang Sauce,Pack,4,
895,895,MYS,Brand B,Mi goreng Pedas Chewy & springy,Pack,3.5,
896,896,USA,Brand C,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,4,
897,897,MYS,Brand D,Instant Kampua Dark Soy Sauce,Pack,5,
898,898,THA,Brand E,Cup Yentafo Tom Yum Mohfai,Cup,5,
899,899,THA,Brand F,Cup Shrimp Creamy Tom Yum,Cup,5,
900,900,THA,Brand A,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,4.8,
901,901,MMR,Brand B,Instant Noodles coconut Milk Flavour,Cup,5,
902,902,BGD,Brand C,Oriental Style Instant Noodles Chicken Flavour,Pack,3.3,
903,903,THA,Brand D,Instant Cup Noodles Minced Prok Flavor,Cup,3.5,
904,904,CHN,Brand E,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,4,
905,905,CHN,Brand F,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,5,
906,906,CHN,Brand G,Sea Tangle & Sparerins Flavor Noodles,Bowl,3.8,
907,907,CHN,Brand A,Chef's Grains Millet Noodle,Pack,3.8,
908,908,CHN,Brand B,Chef's Grains Buckwheat Noodle,Pack,3.5,
909,909,CHN,Brand C,Chef's Grains Pea Noodle,Pack,4,
910,910,CHN,Brand D,Sichuan Pepper & Chicken Flavor Noodle,Bowl,4.5,
911,911,CHN,Brand E,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,5,
912,912,CHN,Brand F,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,4,
913,913,CHN,Brand G,Sea Tangle & Sparerins Flavor Noodles,Bowl,3.8,
914,914,MYS,Brand A,Curry Me! Penang White Curry Soup Noodle,Pack,4.5,
915,915,TWN,Brand B,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,3.5,
916,916,USA,Brand C,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,5,
917,917,KOR,Brand D,Raobokki Noodle (Export Version),Pack,5,
918,918,MYS,Brand E,Emporer Herbs Chicken Noodle,Pack,4.3,
919,919,CHN,Brand F,Sauerkraut Flavor,Pack,4.5,
920,920,KOR,Brand A,Dare You! Habanero Ramen (New Edition),Cup,3.5,
921,921,TWN,Brand B,Black Cock Brand Vegetarian Chicken Noodle,Pack,3.5,
922,922,CAN,Brand C,Chili Seafood Flavor Noodle Soup,Cup,3.3,
923,923,MYS,Brand D,Penang Favourite White Curry Rice Vermicelli,Pack,5,
924,924,IDN,Brand E,Less Fat Noodles Grilled Chicken,Pack,3.8,
925,925,VNM,Brand F,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,1.3,
926,926,THA,Brand G,Cup Rice Vermicelli With Clear Soup,Cup,3.5,
927,927,TWN,Brand A,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,5,
928,928,VNM,Brand B,Curry Instant Noodle With Chicken,Cup,3,
929,929,VNM,Brand C,Koreno Premium Mushroom Flavor,Pack,1.5,
930,930,MYS,Brand D,Seaweed Instant Noodle,Pack,2,
931,931,VNM,Brand E,Beef Ramen,Pack,4,
932,932,THA,Brand F,Chicken Ramen,Pack,5,
933,933,CHN,Brand G,Shoyu Ramen,Cup,3.8,
934,934,HKG,Brand A,Miso Ramen,Pack,3,
935,935,VNM,Brand B,Curry Ramen,Pack,2.8,
936,936,KOR,Brand C,Tom Yum Ramen,Bowl,5,
937,937,PAK,Brand D,Chicken Instant Noodle,Pack,2.8,
938,938,THA,Brand E,Mushroom Instant Noodle,Cup,3.5,
939,939,CHN,Brand F,Beef and Mushroom Instant Noodle,Pack,3,
940,940,MYS,Brand A,Kimchi Ramen,Pack,5,
941,941,MYS,Brand B,Shoyu Ramen,Pack,5,
942,942,MYS,Brand C,Shoyu Ramen,Pack,5,
943,943,MYS,Brand D,Shoyu Ramen,Pack,3.8,
944,944,KOR,Brand E,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,4.3,
945,945,CHN,Brand F,Seafood Flavour Instant Cooking Noodles,Pack,4.3,
946,946,TWN,Brand G,Instant Noodles With Onion Flavour,Pack,4.3,
947,947,CAN,Brand A,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,2.8,
948,948,VNM,Brand B,Spaghetti Instant Noodles,Tray,4,
949,949,PHL,Brand C,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,3.8,
950,950,MYS,Brand D,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,2,
951,951,KOR,Brand E,Dare You! Habanero Jjajang Ramen,Cup,3.5,
952,952,CAN,Brand F,Hearty Noodles Savoury Beef Flavour,Cup,0.3,
953,953,USA,Brand G,JPNese Ramen Noodle,Bowl,0,
954,954,TWN,Brand A,TWN Dried Noodles With Onion Oil Sauce,Pack,2,
955,955,MYS,Brand B,Bihun Creamy Tom Yam Flavour,Cup,3.8,
956,956,TWN,Brand C,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,5,
957,957,DEU,Brand D,Instant Nudelsuppe Huhn Geschmack,Pack,3,
958,958,PAK,Brand E,Shoop Instant Noodles Masala Flavour,Pack,3.3,
959,959,THA,Brand F,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,2.8,
960,960,KOR,Brand A,Shoyu Noodle,Cup,3.5,
961,961,VNM,Brand B,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,3.5,
962,962,MYS,Brand C,Mi Segera Mmm... Perisa Kari,Pack,3,
963,963,JPN,Brand D,Donbei Tempura Soba Mini,Bowl,4,
964,964,CHN,Brand E,Korean Clay Pot Ramyun,Bowl,2.5,
965,965,MYS,Brand F,Penang Laksa Instant Bowl Noodles,Bowl,3.5,
966,966,CAN,Brand G,Kimchee Noodle Soup,Cup,0,
967,967,TWN,Brand A,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,2.5,
968,968,JPN,Brand B,Gonbuto Kistune Udon,Bowl,2.8,
969,969,THA,Brand C,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,5,
970,970,CHN,Brand D,Artificial Pork Flavour,Pack,3,
971,971,MYS,Brand E,Penang White Curry Noodle (New Improved Tatse),Pack,5,
972,972,USA,Brand F,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,4,
973,973,JPN,Brand G,MenWhite Creamy Tonkotsu,Bowl,3,
974,974,MYS,Brand A,Gold Penang Asam Laksa Bihun,Pack,3.3,
975,975,SGP,Brand B,Chu Qian Yi Ding Tom Yum Instant Noodles With Soup Base,Pack,3.8,
976,976,TWN,Brand C,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,2.5,
977,977,MYS,Brand D,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,5,
978,978,CHN,Brand E,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,3.5,
979,979,CHN,Brand F,Shanghai Kaiyang Noodle,Pack,4,
980,980,MYS,Brand A,Penang White Curry Noodle,Pack,5,
981,981,JPN,Brand B,Kaoru Maitake Tempura Udon,Bowl,3.3,
982,982,PAK,Brand C,Shoop Instant Noodles Spicy Lemon Flavour,Pack,3.3,
983,983,PHL,Brand D,Supreme Seafood Flavor Big Cup,Bowl,4,
984,984,VNM,Brand E,Koreno Premium Ginseng Flavor,Pack,3,
985,985,JPN,Brand F,Brown Rice Ramen,Pack,0.3,
986,986,MYS,Brand G,Penang Vegetarian Prawn Instant Noodles,Pack,4.5,
987,987,JPN,Brand A,Nyumen Desse Shoyu,Bowl,2.8,
988,988,MYS,Brand B,Perencah Kari Letup Mi Segera,Pack,4,
989,989,HKG,Brand C,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,3.5,
990,990,JPN,Brand D,Mushroom Honpo Shiitake Nutritious Noodle,Pack,1,
991,991,IDN,Brand E,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,5,
992,992,VNM,Brand F,Mikochi Tom Yum Flavor Instant Noodles,Pack,3.5,
993,993,KOR,Brand G,Jinjja Jinjja (New),Pack,5,
994,994,TWN,Brand A,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,5,
995,995,IDN,Brand B,Top Ramen Super Noodles Tomato,Pack,3.5,
996,996,THA,Brand C,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,4,
997,997,USA,Brand D,Original Chow Mein Premium Spicy Chicken Flavor,Tray,4,
998,998,MYS,Brand E,White Curry Noodle More Spicy,Pack,3,
999,999,CHN,Brand F,Emporer Instant Noodles Spicy Chicken,Pack,5,
1000,1000,JPN,Brand A,Jan Jan Dashi Shoyu Yakisoba,Cup,2.3,
1001,1001,KOR,Brand B,Tteokgukmyun,Pack,4.3,
1002,1002,TWN,Brand C,Vegan Chilli With Sesame Sauce,Pack,5,
1003,1003,MYS,Brand D,Perisa Sayuran,Pack,3.5,
1004,1004,MYS,Brand E,Perisa Kari Sayuran,Pack,3.8,
1005,1005,MYS,Brand F,Mi Perencah Ayam Jagung,Pack,3.8,
1006,1006,MYS,Brand G,Perisa Bayam,Pack,3.5,
1007,1007,MYS,Brand A,Plain Noodles,Pack,#VALUE!,
1008,1008,MYS,Brand B,Snek Mi Perisa Ayam,Pack,3.8,
1009,1009,MYS,Brand C,Nyonya Curry Laksa,Pack,5,
1010,1010,MYS,Brand D,Mi Perencah Asam Pedas,Pack,3.8,
1011,1011,MYS,Brand E,Snek Mi Perisa BBQ,Pack,4,
1012,1012,MYS,Brand F,Perisa Kari / Curry Flavour,Pack,4,
1013,1013,VNM,Brand G,3 Con Tom Instant Noodles THA Sour Shrimp Flavor,Pack,2.8,
1014,1014,KOR,Brand A,Dare You! Habanero Ramen (New Edition),Pack,3.8,
1015,1015,MYS,Brand B,Penang Authentic White Curry Noodle,Pack,4,
1016,1016,JPN,Brand C,Gonbuto Tempura Udon,Bowl,4,
1017,1017,THA,Brand D,Pork Flavour Whole Wheat Noodle,Pack,3.8,
1018,1018,IDN,Brand E,Authentic IDNn Noodles Vegetable Atta Masala,Pack,3.8,
1019,1019,KOR,Brand F,Jjajangmen Chajang Noodle King Bowl,Bowl,5,
1020,1020,TWN,Brand A,Steam Vegetarian Flavor Noodles,Pack,3.5,
